path,file_name,description,end_date,date_last_modified
80257B32004D7A478025700A004C5994,NPPagreefinal-two_80257B32004D7A478025700A004C5994.doc,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T18:59:52
80257B32004D7A478025700A004C8115,80257B32004D7A478025700A004C8115.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-19T16:51:44
80257B32004D7A47802570BC00534593,80257B32004D7A47802570BC00534593.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T12:02:32
80257B32004D7A47802570BC00534593,Morris Review - Chapter 9 GAD_80257B32004D7A47802570BC00534593.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T19:00:14
80257B32004D7A47802570BC00534593,morris_govtresponse[1]_80257B32004D7A47802570BC00534593.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T19:00:14
80257B32004D7A47802570BC00534593,NPPagreefinal-two_80257B32004D7A47802570BC00534593.doc,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T19:00:14
80257B32004D7A47802570BC0053D4E9,80257B32004D7A47802570BC0053D4E9.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T11:31:59
80257B32004D7A47802570BC0053D4E9,Morris Review - Chapter 9 GAD_80257B32004D7A47802570BC0053D4E9.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T19:00:03
80257B32004D7A47802570BC0053D4E9,morris_govtresponse[1]_80257B32004D7A47802570BC0053D4E9.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T19:00:03
80257B32004D7A47802570BC0056388E,80257B32004D7A47802570BC0056388E.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-19T16:48:41
80257B32004D7A47802570F8005BC315,80257B32004D7A47802570F8005BC315.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T11:10:08
80257B32004D7A47802570F8005BC315,GAD_80257B32004D7A47802570F8005BC315.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T22:50:26
80257B32004D7A47802570F8005BE73A,80257B32004D7A47802570F8005BE73A.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T11:05:02
80257B32004D7A47802570F8005BE73A,"CDD to Jil Matheson, 9 Sept 05_80257B32004D7A47802570F8005BE73A.pdf",Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T22:53:13
80257B32004D7A47802570FB0056A862,80257B32004D7A47802570FB0056A862.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-19T16:53:21
80257B32004D7A478025711400570904,80257B32004D7A478025711400570904.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T11:11:37
80257B32004D7A478025711400570904,GAD PN_80257B32004D7A478025711400570904.doc,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-13T23:22:29
80257B32004D7A478025711600517882,80257B32004D7A478025711600517882.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2023-01-23T11:12:30
80257B32004D7A478025711600517882,PROJECT BOARD MEETING_ 23 NOVEM_80257B32004D7A478025711600517882.pdf,Morris Review: recommendations on national population projections; transfer of demographic work from GAD to ONS,2005-12-31T00:00:00,2020-05-14T00:08:04
80257B32004D7A478025714000444357,80257B32004D7A478025714000444357.pdf,Population statistics: calculations methodology based on 2001 Census data: small area population estimates (SAPE),2006-12-31T00:00:00,2023-01-20T14:26:28
80257B32004D7A47802571450048C1FD,80257B32004D7A47802571450048C1FD.pdf,Population statistics: calculations methodology based on 2001 Census data: small area population estimates (SAPE),2006-12-31T00:00:00,2023-01-20T14:27:47
80257B32004D7A4780257178003897C7,80257B32004D7A4780257178003897C7.pdf,Population statistics: same sex couples data; amendments to primary legislation and data sharing ,2006-12-31T00:00:00,2023-01-19T16:44:40
80257B32004D7A478025718B0042452E,80257B32004D7A478025718B0042452E.pdf,Population statistics: calculations methodology based on 2001 Census data: marital status,2006-12-31T00:00:00,2023-01-23T11:24:03
80257B32004D7A478025718B0042452E,C0057Nat-MS by Age and country of birth_80257B32004D7A478025718B0042452E.xls,Population statistics: calculations methodology based on 2001 Census data: marital status,2006-12-31T00:00:00,2020-05-14T06:57:54
80257B32004D7A478025718C003EB3C5,80257B32004D7A478025718C003EB3C5.pdf,Population statistics: migration distribution and subnational population projection data,2006-12-31T00:00:00,2023-01-20T14:10:17
80257B32004D7A47802571A70043FCB9,80257B32004D7A47802571A70043FCB9.pdf,Population statistics: calculations methodology based on 2001 Census data: small area population estimates (SAPE),2006-12-31T00:00:00,2023-01-19T17:26:30
80257B32004D7A47802571AF003454CA,80257B32004D7A47802571AF003454CA.pdf,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2023-01-23T11:25:25
80257B32004D7A47802571AF003454CA,TASK FORCE - DRAFT TOR_80257B32004D7A47802571AF003454CA.doc,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2020-05-14T06:48:51
80257B32004D7A47802571AF003454CA,Task force 26.05.06_80257B32004D7A47802571AF003454CA.pdf,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2020-05-14T06:48:51
80257B32004D7A47802571B60059F7EF,80257B32004D7A47802571B60059F7EF.pdf,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2023-01-23T10:41:11
80257B32004D7A47802571B60059F7EF,Migration Task Force Background paper_80257B32004D7A47802571B60059F7EF.doc,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2020-05-14T06:49:00
80257B32004D7A478025723700466FC0,80257B32004D7A478025723700466FC0.pdf,Migration Statistics TaskForce: migration statistics and methodology,2006-12-31T00:00:00,2023-01-19T16:45:37
80257B32004D7A47802573E50042385D,80257B32004D7A47802573E50042385D.pdf,Population statistics: calculations methodology based on 2001 Census data: short-term migrants,2008-12-31T00:00:00,2023-01-20T14:38:03
80257B32004D7A47802573EC004A39F2,80257B32004D7A47802573EC004A39F2.pdf,Population statistics: calculations methodology based on 2001 Census data: short-term migrants,2008-12-31T00:00:00,2023-01-23T11:23:15
80257B32004D7A47802573EE003CA971,080207 Let Gus pop proj_80257B32004D7A47802573EE003CA971.doc,Population statistics: national population projections: ageing,2008-12-31T00:00:00,2020-05-14T16:16:39
80257B32004D7A47802573EE003CA971,2006-proj presentation HMT_80257B32004D7A47802573EE003CA971.ppt,Population statistics: national population projections: ageing,2008-12-31T00:00:00,2020-05-14T16:16:39
80257B32004D7A47802573EE003CA971,80257B32004D7A47802573EE003CA971.pdf,Population statistics: national population projections: ageing,2008-12-31T00:00:00,2023-01-23T11:45:27
80257B32004D7A47802574AB00384D4B,80257B32004D7A47802574AB00384D4B.pdf,Population statistics: calculations methodology based on 2001 Census data: short-term migrants,2009-12-31T00:00:00,2023-01-20T14:24:40
80257B32004D7A47802574D30031D448,80257B32004D7A47802574D30031D448.pdf,Population statistics: migration distribution and national population projection data,2007-12-31T00:00:00,2023-01-20T14:11:53
80257B32004D7A47802574D6004C65B1,80257B32004D7A47802574D6004C65B1.pdf,Population statistics: calculations methodology based on 2001 Census data: migration distribution statistics,2008-12-31T00:00:00,2023-01-20T14:37:17
80257B32004D7A47802574EB003C6B59,80257B32004D7A47802574EB003C6B59.pdf,Population statistics: national population projections: fertility assumptions,2007-12-31T00:00:00,2023-01-20T14:20:14
80257B32004D7A47802574EB003EC5D2,80257B32004D7A47802574EB003EC5D2.pdf,Population statistics: national population projections: fertility assumptions,2007-12-31T00:00:00,2023-01-20T14:13:12
80257B32004D7A47802574F8005D8A4F,80257B32004D7A47802574F8005D8A4F.pdf,Population Statistics Development Board; population and migration statistics,2007-12-31T00:00:00,2023-01-23T12:05:48
80257B32004D7A47802574F8005D8A4F,CfH letter to DH re data quality_80257B32004D7A47802574F8005D8A4F.doc,Population Statistics Development Board; population and migration statistics,2007-12-31T00:00:00,2020-05-15T02:39:15
80257B32004D7A47802574F8005D8A4F,IC - CfH reply to DH re data quality_80257B32004D7A47802574F8005D8A4F.doc,Population Statistics Development Board; population and migration statistics,2007-12-31T00:00:00,2020-05-15T02:39:15
80257B32004D7A47802574F8005D8A4F,TStraughan031108_80257B32004D7A47802574F8005D8A4F.doc,Population Statistics Development Board; population and migration statistics,2007-12-31T00:00:00,2020-05-15T02:39:15
80257B32004D7A4780257504003B5F2B,80257B32004D7A4780257504003B5F2B.pdf,Population statistics: national population projections: births,2008-12-31T00:00:00,2023-01-20T14:22:59
80257B32004D7A4780257535002EDA3C,80257B32004D7A4780257535002EDA3C.pdf,Population statistics: national population projections,2009-12-31T00:00:00,2023-01-20T14:23:48
80257B32004D7A4780257577005E7256,80257B32004D7A4780257577005E7256.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2023-01-23T11:26:33
80257B32004D7A4780257577005E7256,CI-O 13 March - Agenda_80257B32004D7A4780257577005E7256.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T07:16:04
80257B32004D7A4780257577005E7256,CI-O0901_80257B32004D7A4780257577005E7256.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T07:16:04
80257B32004D7A47802575FD005D191C,80257B32004D7A47802575FD005D191C.pdf,Population Statistics Development Board; population and migration statistics,2009-12-31T00:00:00,2023-01-23T11:35:17
80257B32004D7A47802575FD005D191C,"Flag 4s by LA, 2001-7 - NEW METADATA_80257B32004D7A47802575FD005D191C.xls",Population Statistics Development Board; population and migration statistics,2009-12-31T00:00:00,2020-05-15T16:36:53
80257B32004D7A47802575FD005D191C,What are Flag 4's_80257B32004D7A47802575FD005D191C.doc,Population Statistics Development Board; population and migration statistics,2009-12-31T00:00:00,2020-05-15T16:36:52
80257B32004D7A4780257690002FD552,80257B32004D7A4780257690002FD552.pdf,Population Statistics Development Board: Terms of Reference (TOR),2009-12-31T00:00:00,2023-01-23T11:36:13
80257B32004D7A4780257690002FD552,ATTQ5JC0_80257B32004D7A4780257690002FD552,Population Statistics Development Board: Terms of Reference (TOR),2009-12-31T00:00:00,2020-05-15T21:39:28
80257B32004D7A4780257690002FD552,MSIPB Governance V0.8_80257B32004D7A4780257690002FD552.pdf,Population Statistics Development Board: Terms of Reference (TOR),2009-12-31T00:00:00,2020-05-15T21:39:28
80257B32004D7A47802576B2004227DC,80257B32004D7A47802576B2004227DC.pdf,Population Statistics Development Board; population and migration statistics,2010-12-31T00:00:00,2023-01-19T17:27:35
80257B32004D7A47802576CB0036089B,80257B32004D7A47802576CB0036089B.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2023-01-23T11:55:56
80257B32004D7A47802576CB0036089B,CIONov0901 - Agenda_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:01
80257B32004D7A47802576CB0036089B,CIONov0902 - Minutes of CIO on 5 October 2009 SS_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:01
80257B32004D7A47802576CB0036089B,CIONov0903 - Actions from 5 October meeting_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:01
80257B32004D7A47802576CB0036089B,CIONov0904 - MI data quality paper from PCU - 2009-11-09_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:01
80257B32004D7A47802576CB0036089B,CIONov0905 - Revised TOR - Membership_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:02
80257B32004D7A47802576CB0036089B,CIONov0906 - MI Reporting Requirements - Note of meeting on 2009-11-04_80257B32004D7A47802576CB0036089B.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2009-12-31T00:00:00,2020-05-15T20:36:02
80257B32004D7A47802576D600495F16,80257B32004D7A47802576D600495F16.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2023-01-23T11:59:17
80257B32004D7A47802576D600495F16,CIOMar1001 - Agenda_80257B32004D7A47802576D600495F16.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T01:17:31
80257B32004D7A47802576D600495F16,CIOMar1002 - Minutes of CIO on 26 November 2009 SS_80257B32004D7A47802576D600495F16.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T01:17:31
80257B32004D7A47802576D600495F16,CIOMar1003 - Actions from 26 November meeting_80257B32004D7A47802576D600495F16.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T01:17:31
80257B32004D7A47802576D600495F16,CIOMar1004 - Minutes of MSIPB on 4 December- Restricted v3_80257B32004D7A47802576D600495F16.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T01:17:31
80257B32004D7A47802576D600495F16,CIOMar1006 - Landing cards strategy in the run up to e-Borders AB v.1.1_80257B32004D7A47802576D600495F16.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T01:17:32
80257B32004D7A47802576DB003F34D0,80257B32004D7A47802576DB003F34D0.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2023-01-23T10:51:55
80257B32004D7A47802576DB003F34D0,Population Outputs Strategy PSDB version_80257B32004D7A47802576DB003F34D0.doc,Population statistics: Population Theme,2010-12-31T00:00:00,2020-05-16T01:42:24
80257B32004D7A47802576F1004205CE,80257B32004D7A47802576F1004205CE.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2023-01-23T11:27:37
80257B32004D7A47802576F1004205CE,Population Theme Governance Diagram v0.2_80257B32004D7A47802576F1004205CE.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2020-05-16T03:14:31
80257B32004D7A47802576F1004205CE,Population Theme Governance Diagram v0.2_80257B32004D7A47802576F1004205CE.vsd,Population statistics: Population Theme,2010-12-31T00:00:00,2020-05-16T03:14:31
80257B32004D7A478025770E003A8346,80257B32004D7A478025770E003A8346.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2023-01-23T10:56:37
80257B32004D7A478025770E003A8346,Minutes of CIO on 2 March 2010_80257B32004D7A478025770E003A8346.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T02:15:00
80257B32004D7A4780257713003459FD,80257B32004D7A4780257713003459FD.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2023-01-23T10:43:20
80257B32004D7A4780257713003459FD,ATTAI7MY_80257B32004D7A4780257713003459FD.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2023-01-23T10:46:20
80257B32004D7A478025771F003B55BF,80257B32004D7A478025771F003B55BF.pdf,Population statistics: national population projections: marital status ,2010-12-31T00:00:00,2023-01-23T11:22:18
80257B32004D7A478025771F003B55BF,Response to Consultation Comments MSP2008_80257B32004D7A478025771F003B55BF.doc,Population statistics: national population projections: marital status ,2010-12-31T00:00:00,2020-05-16T12:35:29
80257B32004D7A478025773700381B3A,80257B32004D7A478025773700381B3A.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2023-01-23T12:00:15
80257B32004D7A478025773700381B3A,CIOJune1001 - Agenda_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700381B3A,CIOJune1002 - Minutes of CIO on 2 March 2010_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700381B3A,CIOJune1003 - Actions from 2 March meeting_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700381B3A,CIOJune1004 - Minutes of MSIPB on 26 March 2010_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700381B3A,CIOJune1005 - Minutes of EEWG on 20 April 2010_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700381B3A,CIOJune1006 - ONS Flow Diagram on e-Borders statistical benefits v2.01_80257B32004D7A478025773700381B3A.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:40:59
80257B32004D7A478025773700383FE4,80257B32004D7A478025773700383FE4.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2023-01-23T11:03:30
80257B32004D7A478025773700383FE4,ONS paper for CIO Steering Group_80257B32004D7A478025773700383FE4.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T13:41:20
80257B32004D7A4780257742004D39DD,80257B32004D7A4780257742004D39DD.pdf,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2023-01-23T11:29:24
80257B32004D7A4780257742004D39DD,Minutes of CIO on 2 March 2010.doc - v2_80257B32004D7A4780257742004D39DD.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T14:05:08
80257B32004D7A4780257742004D39DD,Minutes of CIO on 7 June 2010_80257B32004D7A4780257742004D39DD.doc,Population statistics: Counting In and Out (COI) Steering Group minutes and papers,2010-12-31T00:00:00,2020-05-16T14:05:08
80257B32004D7A47802577430044662B,80257B32004D7A47802577430044662B.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2023-01-23T11:28:30
80257B32004D7A47802577430044662B,Population Theme Governance Diagram v0.2_80257B32004D7A47802577430044662B.pdf,Population statistics: Population Theme,2010-12-31T00:00:00,2020-05-16T14:09:43
80257B32004D7A47802577430044662B,Population Theme Governance Diagram v0.2_80257B32004D7A47802577430044662B.vsd,Population statistics: Population Theme,2010-12-31T00:00:00,2020-05-16T14:09:43
80257B32004D7A4780257757003A118C,80257B32004D7A4780257757003A118C.pdf,Population Statistics Development Board; population and migration statistics,2010-12-31T00:00:00,2023-01-19T17:28:30
80257B32004D7A478025777C0036E35F,80257B32004D7A478025777C0036E35F.pdf,Population statistics: calculations methodology based on 2001 Census data: mortality statistics,2010-12-31T00:00:00,2023-01-20T14:33:35
80257B32004D7A478025777C004D5053,80257B32004D7A478025777C004D5053.pdf,Population statistics: national population projections: marital status ,2009-12-31T00:00:00,2023-01-20T14:02:45
80257B32004D7A478025777D0034B9E5,2008-based MS proj notes_80257B32004D7A478025777D0034B9E5.doc,Population statistics: national population projections: marital status ,2009-12-31T00:00:00,2020-05-15T20:08:26
80257B32004D7A478025777D0034B9E5,80257B32004D7A478025777D0034B9E5.pdf,Population statistics: national population projections: marital status ,2009-12-31T00:00:00,2023-01-23T11:21:16
80257B32004D7A478025777D00363D68,80257B32004D7A478025777D00363D68.pdf,Population statistics: overseas marriages,2010-12-31T00:00:00,2023-01-19T17:31:01
80257B32004D7A478025777D0037111B,80257B32004D7A478025777D0037111B.pdf,Population statistics: national population projections: marital status ,2010-12-31T00:00:00,2023-01-20T14:04:24
80257B32004D7A47802577B90039DC52,80257B32004D7A47802577B90039DC52.pdf,Population statistics: national population projections: marital status ,2011-12-31T00:00:00,2023-01-20T14:08:12
80257B32004D7A47802577BD00387D28,80257B32004D7A47802577BD00387D28.pdf,"Population, demographic and vital events statistics",2011-12-31T00:00:00,2023-01-19T16:54:36
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Cable - Improving ONS Population and Migration Statistics Working G_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:29
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Duncan Smith - Improving ONS Population and Migration Statistics Wo_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Gove - Improving ONS Population and Migration Statistics Working Gr_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Hague -  Improving ONS Population and Migration Statistics Working _80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Lansley - Improve ONS Population and Migration Statistics Working G_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Maude - Improving ONS Population and Migration Statistics Working G_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
80257B32004D7A47802577CF002B6340,10-11-01 - Neill - Osborne - Improving ONS Population and Migration Statistics Working_80257B32004D7A47802577CF002B6340.tif,Population and Migration Statistics Working Group; population and migration statistics,2010-12-31T00:00:00,2020-05-16T22:09:28
